CourseCode,CourseFullName
 ENGL 178 , Creative Nonfiction
 ENGL 180 , Individual Studies
 ENGL 181 , Special Topics
 ENGL 182 ," Women, Gender, and Sexuality in Literature"
 ENGL 183 , Major Authors
 ENGL 190 , Honors Colloquium
 ENGL 192 , International Program Studies
 ENGL 199 , Writing Internship
 ENGL 201 , Materials and Methods of Literary Research
 ENGL 202 , Poetic Craft and Theory
 ENGL 203 , Narrative Craft and Theory
 ENGL 204 , Seminar in Modern Approaches to Literature
 ENGL 208 , Seminar in Comparative Literature
 ENGL 211 , Seminar in Twentieth Century Poetry
 ENGL 215 , Seminar in Myth and Symbolism
 ENGL 216 , Seminar in Medieval English Literature
 ENGL 224 , Studies in English Early Modern Literature
 ENGL 225 , Seminar in Shakespeare
 ENGL 228 , Seminar in Genre Studies
 ENGL 230 , Seminar in Eighteenth Century British Literature
 ENGL 232 , Seminar in Romanticism
 ENGL 233 , Seminar in the Victorian Period
 ENGL 240 , Poet Writ Workshop
 ENGL 241 , Fic Writ Workshop
 ENGL 242 , Nonfiction Writing Workshop
 ENGL 253 , Seminar in Period Studies of American Literature
 ENGL 254 , Seminar in Genre Studies of American Literature
 ENGL 255 , Seminar in Thematic Studies of American Literature
 ENGL 256 , Seminar in Twentieth Century British Literature
 ENGL 257 , Seminar in the History of Rhetoric
 ENGL 259 , Seminar in Composition Studies
 ENGL 281 , Special Topics
 ENGL 291 , Lit Practicum
 ENGL 297 , MA Comprehensive Exam Preparation
 ENGL 298 , Special Study
 ENGL 298D , Departmental Thesis or Project
 ENGL 299 , University Thesis
 ENGL 1290R , Culminating Experience Supervision
 ENED 184Y , Student Teaching II - Classroom Teaching
 ENED 184Z , Student Teaching III - Classroom Teaching
 ENED 353 , Methods of Teaching English
 ENED 365 , Seminar in English Education
 ENT 101 , Insect Diversity
 ENT 106 , Forensic Entomology
 ENT 113 , Comparative Taxonomy
 ENT 114 , Functional Morphology
 ENT 143 , Biogeography
 ENT 180 , Individual Studies
 ENT 185 , Seminar in Entomology
 ENT 186 , Senior Thesis
 ENT 281 , Advanced Laboratory Skills in Entomology
 ENT 282 , Entomology Internship
 ENT 283 , Directed Readings in Entomology
 ENT 298 , Research
 ENT 299 , Master’s Thesis or Project
 ENVS 1 , Introduction to Environmental Issues
 ENVS 10 , Life on a Changing Planet
 ENVS 92 , International Program Studies
 ENVS 100W , Environmental Research and Writing
 ENVS 105 ," Environmental Change and Problems, San Francisco Bay Area"
 ENVS 106 , Exploring Ocean Environments
 ENVS 107 , Introduction to Environmental Economics and Policy
 ENVS 108 , Cost-Benefit Analysis
 ENVS 110 , Resource Analysis
 ENVS 111 , Geology and the Environment
 ENVS 112 , Hazardous Waste
 ENVS 113 , Atmospheric Pollution
 ENVS 116 , Solar Energy Analysis
 ENVS 117 , Human Ecology
 ENVS 118 , Sustainable Home Gardens
 ENVS 119 , Energy and the Environment
 ENVS 121 , Population and Global Change
 ENVS 122 , Borderlands and the Environment
 ENVS 124 , Introduction to Environmental Law
 ENVS 125 , Advanced Environmental Law
 ENVS 126 , Environmental Ethics and Philosophy
 ENVS 127 , Community-Based Participatory Research
 ENVS 128 , Water Resource Management
 ENVS 129 , Water Policy in the Western U.S.
 ENVS 130 , Energy Policy Analysis
 ENVS 131 , Air Pollution Meteorology
 ENVS 132 , Solar Home Design
 ENVS 133 , Sustainable Energy Strategies
 ENVS 135 , U.S. Environmental Policy
 ENVS 136 , Introduction to Land Use Planning
 ENVS 137 , Green Building Design Issues
 ENVS 140 , Politics and the Environment
 ENVS 142 , Introduction to Environmental Planning
 ENVS 144 , California Wetland Controversies
 ENVS 146F , Communication and the Environment
 ENVS 148 , Sustainable Materials Management
 ENVS 150 , Introduction to Environmental Thought
 ENVS 151 ," Race, Class and the Environment"
 ENVS 152 , Globalization and the Environment
 ENVS 154 , Sustainable Agriculture
 ENVS 156 , Introduction to Local Transportation Planning
 ENVS 158 , Environmental Education
 ENVS 159 , Nature and World Cultures
 ENVS 160 , Topics in Environmental Planning
 ENVS 161 , California Wildlands
 ENVS 165 , National Parks
 ENVS 166 , Nature and Conservation Photography
 ENVS 167 , Managing Environmental Issues
 ENVS 168A , Global Climate Change I
 ENVS 168B , Global Climate Change II
 ENVS 169 , Introduction to Social Media in Planning
 ENVS 170 , Introduction to Environmental Health and Safety
 ENVS 173 , Forest Ecology and Conservation
 ENVS 175 , Wildfire Policy and Management
 ENVS 178 , Intro to Regional Transport Planning
 ENVS 179A , Fundamentals of GIS for Urban Planning
 ENVS 181 , Environmental Resource Center
 ENVS 184 , Directed Reading
 ENVS 185 , Environmental Impact Analysis
 ENVS 187 , Environmental Restoration
 ENVS 189 , Coastal Field Studies
 ENVS 190 , Advanced Environmental Impact Assessment
 ENVS 191 , Advanced Environmental Restoration
 ENVS 192 , International Program Studies
 ENVS 193 , Supervised Projects and Research
 ENVS 194 , Environmental Internship
 ENVS 195 , Instructor Assistant in Environmental Studies
 ENVS 198 , Senior Seminar
 ENVS 199 , Senior Thesis
 ENVS 200 , Seminar: Environmental Methods
 ENVS 210 , Current Topics in Environmental Studies
 ENVS 227 , Advanced Community Based Participatory Research
 ENVS 230 , Seminar: Environmental Theory
 ENVS 250 , Seminar: Environmental Thought and Philosophy
 ENVS 260 , Computer Applications in Environmental Analysis
 ENVS 270 , Field Studies in Water Resource Management
 ENVS 284 , Directed Reading for Graduate Students
 ENVS 285 , Graduate Internship
 ENVS 291 , Advanced Topics in Environmental Restoration
 ENVS 292 , International Program Studies
 ENVS 295 , Graduate Teaching Assistant
 ENVS 297 , Research and Proposal Development
 ENVS 298 , Special Study
 ENVS 299 , Master’s Thesis or Project
 ENVS 1290R , Culminating Experience Supervision
 FLED 184Y , Student Teaching II - Classroom Teaching
 FLED 184Z , Student Teaching III - Classroom Teaching
 FLED 192 , International Program Studies
 FLED 285 , Student Teaching Seminar In Foreign Language Education
 FLED 380 , Teaching Foreign Languages
 FORL 92 , International Program Studies
 FORL 96A , Elementary Assyrian Culture and Language
 FORL 100W , Writing Workshop
 FORL 121 , Introduction to Comparative Literature
 FORL 122 , Topics in Comparative World Literature
 FORL 126 , Holocaust Literature
 FORL 150 , Learning a World Language
 FORL 180 , Individual Studies in World Languages and Literatures
 FORL 192 , International Program Studies
 FORL 200W , Graduate Research & Writing
 FORL 292 , International Program Studies
 FORL 298 , Individual Studies in World Languages and Literatures
 FS 11 , Survey of Forensic Science
 FS 12 , Introduction to Digital Evidence Investigations
 FS 100W , Forensic Science Writing Workshop
 FS 106 , Forensic Entomology
 FS 130 , Digital Forensic Analysis
 FS 131 , Digital Forensic Applications
 FS 160 , Special Topics in Forensic Science
 FS 161 , Crime Scene Investigation
 FS 162 , Forensic Science Applications
 FS 163 , Fingerprint Science
 FS 164 , Crime Scene and Evidence Photography
 FS 165 , Forensic Biometrics
 FS 166 , Forensic Chemistry
 FS 167 , Forensic Molecular Biology
 FS 168 , Fluorescent Applications in Molecular Biology and Forensic Science
 FS 169 , FS Senior Sem : Studies in Contemporary FS Issues
 FS 170 , Forensic Science in Human Rights Investigations
 FS 171 , Forensic Criminology
 FS 173 , Death Scene Investigation
 FREN 1A , Elementary French
 FREN 1B , Elementary French
 FREN 25A , Intermediate French: Reading
 FREN 25B , Intermediate French: Writing
 FREN 25C , Intermediate French: Oral Communication
 FREN 92 , International Program Studies
 FREN 101A , Advanced French: Reading and Writing
 FREN 101B , Advanced French: Written Communication
 FREN 101C , Advanced French: Oral Communication
 FREN 102A , French Culture
 FREN 102B , Francophone Cultures: Through Literature and Cinema
 FREN 102C , French Culture
 FREN 105 , Advanced Grammar: Phonetic Analysis
 FREN 110 , Advanced Grammar: Grammatical Analysis
 FREN 120A , French Literature from the Middle Ages to 1600
 FREN 120B , French Literature of the Seventeenth through the Eighteenth Centuries
 FREN 132 , Special Topics in French for Careers
 FREN 140A , French Literature of the Nineteenth Century
 FREN 140B , French Literature 20th-21st Centuries
 FREN 160 , Masters of French Literature
 FREN 170 , Translation and Comparative Stylistics
 FREN 180 , Individual Studies in French
 FREN 192 , International Program Studies
 FREN 202 , Seminar in French/Francophone Civilizations and Culture
 FREN 292 , International Program Studies
 FREN 298 , Special Study
 GEOG 1 , Physical Geography
 GEOG 10 , Cultural Geography
 GEOG 12 , World Regional Geography
 GEOG 92 , International Program Studies
 GEOG 100W , Writing Workshop
 GEOG 105 , Urban Geography
 GEOG 107 , Mapping the World
 GEOG 110 , Urbanization in the Global South
 GEOG 112 ," Nations, Cultures & Globalization"
 GEOG 113 , Global Cities
 GEOG 115 , Global Development
 GEOG 117 , Advanced Economic Geography
 GEOG 120 , Food Supply and Agricultural Systems
 GEOG 121 , Population and Global Change
 GEOG 123 , Geography for K-12 Teachers
 GEOG 124 , Topics in Physical Geography
 GEOG 125 , Selected Topics in Human Geography
 GEOG 130 , Natural Resources
 GEOG 132 , Creating Built Worlds
 GEOG 135 , Research Methods in Geography
 GEOG 140 , The United States
 GEOG 145 , California
 GEOG 150 , Central and South America and the Caribbean
 GEOG 155 , Europe
 GEOG 160 , East and South Asia
 GEOG 161 , City Life
 GEOG 165 , National Parks
 GEOG 168 , Sub-Saharan Africa
 GEOG 170 , Introduction to Geographic Information Systems
 GEOG 171 , Advanced Geographic Information Systems
 GEOG 172 , Cartography and Data Visualization
 GEOG 173 , Cartography: Dynamic and Interactive Mapping
 GEOG 175 , Geographic Information Systems Project Development
 GEOG 178 , Geographic Information Systems Project
 GEOG 180 , Individual Studies
 GEOG 181 , Introduction to Remote Sensing
 GEOG 182 , Remote Sensing: Digital Analysis
 GEOG 186 , Field Methods in Geography
 GEOG 187 , Field Study in Human and Historical Geography
 GEOG 192 , International Program Studies
 GEOG 195 , Spatial Analysis
 GEOG 197 , Geography Internship
 GEOG 199 , Senior Seminar
 GEOG 210 , Geographic Thought and Theory
 GEOG 239 , Geographic Information Technology
 GEOG 240 , Qualitative Research Methods
 GEOG 275 , Geographic Information Systems Project Development & Project Management
 GEOG 279 , Geographic Information Science Applications
 GEOG 282 , Advanced Geographic Techniques
 GEOG 290 , Seminar in Research Design for Geographic Information Science
 GEOG 298 , Special Study
 GEOG 299 , Master’s Thesis or Project
 GEOL 1 , General Geology
 GEOL 2 , Geology for Engineers
 GEOL 3 , Planet Earth
 GEOL 4L , Earth Systems Lab
 GEOL 5 , Human Development and the Natural World
 GEOL 6 , Geology of California
 GEOL 7 ," Earth, Time and Life"
 GEOL 8 , The Age of the Dinosaurs
 GEOL 9 , Earth Disasters
 GEOL 28 , Geology Outdoors
 GEOL 92 , International Program Studies
 GEOL 103 , Earth Systems and the Environment
 GEOL 104 , Earth Science Teacher Enhancement
 GEOL 105 , General Oceanography
